NOM;CODI;DATA_INI;DATA_FI;RESIDENCIA;IEPG_CONFIRMAT;R0_CONFIRMAT_M;TAXA_CASOS_CONFIRMAT;CASOS_CONFIRMAT;TAXA_PCR;PCR;PERC_PCR_POSITIVES;INGRESSOS_TOTAL;INGRESSOS_CRITIC;EXITUS
ALT CAMP;01;2020-06-15;2020-06-21;Si;;;0.0000;0;2186.8787;11;0.0000;0;0;0
ALT CAMP;01;2020-06-15;2020-06-21;No;0.0;0.0;0.0000;0;162.1559;71;0.0000;0;0;0
ALT CAMP;01;2020-06-14;2020-06-20;No;0.0;0.0;0.0000;0;162.1559;71;0.0000;0;0;0
ALT CAMP;01;2020-06-14;2020-06-20;Si;;;0.0000;0;2186.8787;11;0.0000;0;0;0
ALT CAMP;01;2020-06-13;2020-06-19;Si;;;0.0000;0;1988.0715;10;0.0000;0;0;0
ALT CAMP;01;2020-06-13;2020-06-19;No;0.0;0.0;0.0000;0;171.2915;75;0.0000;0;0;0
ALT CAMP;01;2020-06-12;2020-06-18;Si;;;0.0000;0;1988.0715;10;0.0000;0;0;0
ALT CAMP;01;2020-06-12;2020-06-18;No;0.0;0.0;0.0000;0;171.2915;75;0.0000;0;0;0
ALT CAMP;01;2020-06-11;2020-06-17;Si;;;0.0000;0;994.0357;5;0.0000;0;0;0
ALT CAMP;01;2020-06-11;2020-06-17;No;0.0;0.0;0.0000;0;173.5754;76;0.0000;0;0;0
ALT CAMP;01;2020-06-10;2020-06-16;No;0.0;0.0;0.0000;0;223.8209;98;0.0000;0;0;0
ALT CAMP;01;2020-06-10;2020-06-16;Si;;;0.0000;0;994.0357;5;0.0000;0;0;0
ALT CAMP;01;2020-06-09;2020-06-15;No;0.0;0.0;0.0000;0;255.7953;112;0.0000;0;0;0
ALT CAMP;01;2020-06-09;2020-06-15;Si;;;0.0000;0;994.0357;5;0.0000;0;0;0
ALT CAMP;01;2020-06-08;2020-06-14;Si;;;0.0000;0;397.6143;2;0.0000;0;0;0
ALT CAMP;01;2020-06-08;2020-06-14;No;0.0;0.0;0.0000;0;290.0536;127;0.0000;0;0;0
ALT CAMP;01;2020-06-07;2020-06-13;Si;;;0.0000;0;397.6143;2;0.0000;0;0;0
ALT CAMP;01;2020-06-07;2020-06-13;No;0.0;0.0;0.0000;0;315.1764;138;0.0000;0;0;0
ALT CAMP;01;2020-06-06;2020-06-12;Si;;;0.0000;0;596.4214;3;0.0000;0;0;0
ALT CAMP;01;2020-06-06;2020-06-12;No;0.0;0.0;0.0000;0;333.4475;146;0.0000;0;0;0
ALT CAMP;01;2020-06-05;2020-06-11;No;0.0;0.0;0.0000;0;406.5319;178;0.0000;0;0;1
ALT CAMP;01;2020-06-05;2020-06-11;Si;;;0.0000;0;3777.3359;19;0.0000;0;0;0
